matches,minutes_total,passes_attempted,passes_completed,pass_pct_weighted,key_passes,progressive_passes,shots,xg,dribbles_attempted,dribbles_completed,carries,carry_distance_units,pressures,tackles,interceptions,ball_recoveries
49,3369.2999999999993,2624,2340,89.18,58,364,28,4.486,63,31,2352,11879.4,857,61,50,185
